lsoa11cd,index_domain,decile,rank,score,year
E01006189,Barriers to Housing and Services,8,23541,14.619,2015
E01006189,Crime,6,18944,-0.156,2015
E01006189,"Education, Skills and Training",4,11856,23.125,2015
E01006189,Employment,3,8254,0.158,2015
E01006189,Health Deprivation and Disability,3,6841,0.727,2015
E01006189,Income,3,7807,0.208,2015
E01006189,Income Deprivation Affecting Children,3,7618,0.281,2015
E01006189,Income Deprivation Affecting Older People,4,12693,0.19,2015
E01006189,Index of Multiple Deprivation,4,10005,26.503,2015
E01006189,Living Environment,3,9208,28.922,2015
E01006190,Barriers to Housing and Services,10,32558,3.4,2015
E01006190,Crime,9,28345,-0.885,2015
E01006190,"Education, Skills and Training",10,31279,1.719,2015
E01006190,Employment,9,29260,0.044,2015
E01006190,Health Deprivation and Disability,8,24514,-0.6,2015
E01006190,Income,10,30308,0.038,2015
E01006190,Income Deprivation Affecting Children,10,30074,0.039,2015
E01006190,Income Deprivation Affecting Older People,9,27186,0.073,2015
E01006190,Index of Multiple Deprivation,10,31377,3.903,2015
E01006190,Living Environment,5,15853,18.367,2015
E01006191,Barriers to Housing and Services,10,29900,8.806,2015
E01006191,Crime,8,23359,-0.462,2015
E01006191,"Education, Skills and Training",10,31158,1.828,2015
E01006191,Employment,9,28572,0.047,2015
E01006191,Health Deprivation and Disability,9,27155,-0.844,2015
E01006191,Income,10,29872,0.041,2015
E01006191,Income Deprivation Affecting Children,10,30114,0.039,2015
E01006191,Income Deprivation Affecting Older People,9,28346,0.066,2015
E01006191,Index of Multiple Deprivation,10,31232,4.05,2015
E01006191,Living Environment,6,18607,14.926,2015
E01006192,Barriers to Housing and Services,10,32254,4.571,2015
E01006192,Crime,6,17246,-0.044,2015
E01006192,"Education, Skills and Training",10,31285,1.718,2015
E01006192,Employment,9,26687,0.054,2015
E01006192,Health Deprivation and Disability,8,26087,-0.738,2015
E01006192,Income,9,26868,0.055,2015
E01006192,Income Deprivation Affecting Children,10,31696,0.027,2015
E01006192,Income Deprivation Affecting Older People,8,23836,0.093,2015
E01006192,Index of Multiple Deprivation,10,29892,5.388,2015
E01006192,Living Environment,7,19853,13.568,2015
E01006193,Barriers to Housing and Services,8,25630,12.848,2015
E01006193,Crime,9,27968,-0.846,2015
E01006193,"Education, Skills and Training",10,31636,1.391,2015
E01006193,Employment,10,30289,0.039,2015
E01006193,Health Deprivation and Disability,8,23303,-0.506,2015
E01006193,Income,9,27480,0.052,2015
E01006193,Income Deprivation Affecting Children,8,24251,0.077,2015
E01006193,Income Deprivation Affecting Older People,9,29007,0.062,2015
E01006193,Index of Multiple Deprivation,10,30998,4.3,2015
E01006193,Living Environment,7,20911,12.484,2015
E01006194,Barriers to Housing and Services,9,27687,11.015,2015
E01006194,Crime,4,12249,0.278,2015
E01006194,"Education, Skills and Training",9,29489,3.257,2015
E01006194,Employment,8,24760,0.061,2015
E01006194,Health Deprivation and Disability,7,22220,-0.423,2015
E01006194,Income,8,23560,0.07,2015
E01006194,Income Deprivation Affecting Children,9,27639,0.056,2015
E01006194,Income Deprivation Affecting Older People,5,13900,0.176,2015
E01006194,Index of Multiple Deprivation,8,25782,8.744,2015
E01006194,Living Environment,5,14871,19.724,2015
E01006195,Barriers to Housing and Services,10,32683,2.808,2015
E01006195,Crime,9,28939,-0.95,2015
E01006195,"Education, Skills and Training",10,30565,2.336,2015
E01006195,Employment,9,28264,0.048,2015
E01006195,Health Deprivation and Disability,9,27269,-0.856,2015
E01006195,Income,10,31091,0.033,2015
E01006195,Income Deprivation Affecting Children,10,29930,0.04,2015
E01006195,Income Deprivation Affecting Older People,10,31711,0.04,2015
E01006195,Index of Multiple Deprivation,10,31892,3.276,2015
E01006195,Living Environment,6,18900,14.575,2015
E01006196,Barriers to Housing and Services,10,32180,4.83,2015
E01006196,Crime,9,28116,-0.859,2015
E01006196,"Education, Skills and Training",9,28643,3.939,2015
E01006196,Employment,9,26820,0.054,2015
E01006196,Health Deprivation and Disability,7,21702,-0.383,2015
E01006196,Income,9,29316,0.043,2015
E01006196,Income Deprivation Affecting Children,10,30608,0.036,2015
E01006196,Income Deprivation Affecting Older People,9,26866,0.075,2015
E01006196,Index of Multiple Deprivation,9,29544,5.684,2015
E01006196,Living Environment,4,12548,23.118,2015
E01006197,Barriers to Housing and Services,10,32143,4.943,2015
E01006197,Crime,5,16188,0.022,2015
E01006197,"Education, Skills and Training",9,28644,3.939,2015
E01006197,Employment,7,19948,0.08,2015
E01006197,Health Deprivation and Disability,7,20551,-0.298,2015
E01006197,Income,7,22718,0.074,2015
E01006197,Income Deprivation Affecting Children,8,25521,0.069,2015
E01006197,Income Deprivation Affecting Older People,7,20318,0.117,2015
E01006197,Index of Multiple Deprivation,8,24462,9.796,2015
E01006197,Living Environment,4,12644,22.97,2015
E01006198,Barriers to Housing and Services,8,25687,12.805,2015
E01006198,Crime,5,15626,0.061,2015
E01006198,"Education, Skills and Training",8,24584,7.439,2015
E01006198,Employment,5,15004,0.104,2015
E01006198,Health Deprivation and Disability,3,8586,0.57,2015
E01006198,Income,6,17096,0.109,2015
E01006198,Income Deprivation Affecting Children,8,24175,0.078,2015
E01006198,Income Deprivation Affecting Older People,3,9257,0.236,2015
E01006198,Index of Multiple Deprivation,6,17066,16.65,2015
E01006198,Living Environment,4,10720,26.151,2015
E01006199,Barriers to Housing and Services,9,28061,10.683,2015
E01006199,Crime,6,18790,-0.145,2015
E01006199,"Education, Skills and Training",6,17038,15.544,2015
E01006199,Employment,4,9942,0.141,2015
E01006199,Health Deprivation and Disability,2,6135,0.798,2015
E01006199,Income,4,10897,0.167,2015
E01006199,Income Deprivation Affecting Children,5,13740,0.18,2015
E01006199,Income Deprivation Affecting Older People,3,7959,0.258,2015
E01006199,Index of Multiple Deprivation,4,12515,22.325,2015
E01006199,Living Environment,4,11642,24.613,2015
E01006200,Barriers to Housing and Services,7,20159,17.308,2015
E01006200,Crime,7,22061,-0.367,2015
E01006200,"Education, Skills and Training",7,22221,9.641,2015
E01006200,Employment,4,11050,0.132,2015
E01006200,Health Deprivation and Disability,3,6943,0.716,2015
E01006200,Income,4,12268,0.152,2015
E01006200,Income Deprivation Affecting Children,5,16221,0.15,2015
E01006200,Income Deprivation Affecting Older People,4,9905,0.227,2015
E01006200,Index of Multiple Deprivation,5,14347,19.886,2015
E01006200,Living Environment,5,14925,19.62,2015
E01006201,Barriers to Housing and Services,10,31608,6.146,2015
E01006201,Crime,4,11526,0.326,2015
E01006201,"Education, Skills and Training",8,26081,6.115,2015
E01006201,Employment,4,12262,0.122,2015
E01006201,Health Deprivation and Disability,2,4835,0.945,2015
E01006201,Income,6,17480,0.106,2015
E01006201,Income Deprivation Affecting Children,8,26177,0.065,2015
E01006201,Income Deprivation Affecting Older People,4,9990,0.225,2015
E01006201,Index of Multiple Deprivation,5,14475,19.746,2015
E01006201,Living Environment,3,8345,30.704,2015
E01006202,Barriers to Housing and Services,9,28328,10.437,2015
E01006202,Crime,6,18653,-0.137,2015
E01006202,"Education, Skills and Training",9,27559,4.831,2015
E01006202,Employment,4,12974,0.117,2015
E01006202,Health Deprivation and Disability,4,12703,0.24,2015
E01006202,Income,7,20341,0.087,2015
E01006202,Income Deprivation Affecting Children,9,26318,0.064,2015
E01006202,Income Deprivation Affecting Older People,9,29046,0.062,2015
E01006202,Index of Multiple Deprivation,6,17100,16.613,2015
E01006202,Living Environment,2,3549,44.123,2015
E01006203,Barriers to Housing and Services,10,31993,5.355,2015
E01006203,Crime,10,29712,-1.045,2015
E01006203,"Education, Skills and Training",10,29802,2.992,2015
E01006203,Employment,8,23731,0.065,2015
E01006203,Health Deprivation and Disability,7,19918,-0.253,2015
E01006203,Income,9,28417,0.048,2015
E01006203,Income Deprivation Affecting Children,10,30598,0.036,2015
E01006203,Income Deprivation Affecting Older People,8,25384,0.084,2015
E01006203,Index of Multiple Deprivation,10,29865,5.412,2015
E01006203,Living Environment,7,21170,12.246,2015
E01006204,Barriers to Housing and Services,9,29318,9.466,2015
E01006204,Crime,6,19467,-0.191,2015
E01006204,"Education, Skills and Training",9,29476,3.273,2015
E01006204,Employment,8,23562,0.066,2015
E01006204,Health Deprivation and Disability,7,20728,-0.312,2015
E01006204,Income,8,23117,0.072,2015
E01006204,Income Deprivation Affecting Children,8,24907,0.073,2015
E01006204,Income Deprivation Affecting Older People,7,21248,0.11,2015
E01006204,Index of Multiple Deprivation,9,26413,8.261,2015
E01006204,Living Environment,5,14587,20.07,2015
E01006205,Barriers to Housing and Services,9,27862,10.861,2015
E01006205,Crime,7,22295,-0.383,2015
E01006205,"Education, Skills and Training",10,30694,2.234,2015
E01006205,Employment,9,28039,0.049,2015
E01006205,Health Deprivation and Disability,8,24140,-0.571,2015
E01006205,Income,10,30111,0.039,2015
E01006205,Income Deprivation Affecting Children,10,31947,0.024,2015
E01006205,Income Deprivation Affecting Older People,8,25472,0.083,2015
E01006205,Index of Multiple Deprivation,10,30939,4.354,2015
E01006205,Living Environment,7,22560,10.903,2015
E01006206,Barriers to Housing and Services,7,22327,15.581,2015
E01006206,Crime,4,12219,0.28,2015
E01006206,"Education, Skills and Training",6,19284,12.775,2015
E01006206,Employment,5,14083,0.11,2015
E01006206,Health Deprivation and Disability,4,10177,0.434,2015
E01006206,Income,5,13580,0.139,2015
E01006206,Income Deprivation Affecting Children,5,15660,0.157,2015
E01006206,Income Deprivation Affecting Older People,4,11498,0.205,2015
E01006206,Index of Multiple Deprivation,5,16235,17.602,2015
E01006206,Living Environment,7,22739,10.753,2015
E01006207,Barriers to Housing and Services,3,8846,27.365,2015
E01006207,Crime,4,12279,0.276,2015
E01006207,"Education, Skills and Training",1,3270,49.414,2015
E01006207,Employment,1,3037,0.236,2015
E01006207,Health Deprivation and Disability,1,2268,1.35,2015
E01006207,Income,1,2959,0.31,2015
E01006207,Income Deprivation Affecting Children,1,2673,0.406,2015
E01006207,Income Deprivation Affecting Older People,1,2836,0.384,2015
E01006207,Index of Multiple Deprivation,2,3415,44,2015
E01006207,Living Environment,7,19838,13.586,2015
E01006208,Barriers to Housing and Services,6,17622,19.354,2015
E01006208,Crime,4,12806,0.243,2015
E01006208,"Education, Skills and Training",6,17977,14.29,2015
E01006208,Employment,4,12897,0.118,2015
E01006208,Health Deprivation and Disability,6,18279,-0.144,2015
E01006208,Income,4,12098,0.154,2015
E01006208,Income Deprivation Affecting Children,5,13233,0.187,2015
E01006208,Income Deprivation Affecting Older People,5,14355,0.171,2015
E01006208,Index of Multiple Deprivation,5,16422,17.398,2015
E01006208,Living Environment,8,23545,10.018,2015
E01006209,Barriers to Housing and Services,9,28943,9.86,2015
E01006209,Crime,7,19779,-0.212,2015
E01006209,"Education, Skills and Training",10,31504,1.521,2015
E01006209,Employment,8,23356,0.066,2015
E01006209,Health Deprivation and Disability,8,25404,-0.673,2015
E01006209,Income,9,28070,0.049,2015
E01006209,Income Deprivation Affecting Children,10,31172,0.031,2015
E01006209,Income Deprivation Affecting Older People,9,28376,0.066,2015
E01006209,Index of Multiple Deprivation,9,29456,5.748,2015
E01006209,Living Environment,7,20799,12.59,2015
E01006210,Barriers to Housing and Services,7,20907,16.685,2015
E01006210,Crime,9,27096,-0.762,2015
E01006210,"Education, Skills and Training",10,31737,1.298,2015
E01006210,Employment,6,19099,0.084,2015
E01006210,Health Deprivation and Disability,5,16104,0.001,2015
E01006210,Income,8,24182,0.067,2015
E01006210,Income Deprivation Affecting Children,9,27087,0.059,2015
E01006210,Income Deprivation Affecting Older People,8,24658,0.088,2015
E01006210,Index of Multiple Deprivation,8,25848,8.689,2015
E01006210,Living Environment,8,23139,10.39,2015
E01006211,Barriers to Housing and Services,7,21668,16.09,2015
E01006211,Crime,6,18237,-0.111,2015
E01006211,"Education, Skills and Training",3,9839,27.117,2015
E01006211,Employment,3,8928,0.151,2015
E01006211,Health Deprivation and Disability,2,6013,0.81,2015
E01006211,Income,4,11892,0.156,2015
E01006211,Income Deprivation Affecting Children,6,16742,0.144,2015
E01006211,Income Deprivation Affecting Older People,3,8861,0.242,2015
E01006211,Index of Multiple Deprivation,4,11835,23.349,2015
E01006211,Living Environment,7,22654,10.833,2015
